0,16
20,5
32,16
40,17
72,5
76,17
88,5
104,16
112,6
115,17
424,4
468,13
524,14
2136,15
2460,16
3472,15
3740,14
4380,15
4708,14
5140,13
5144,4
5252,15
5636,16
5836,17
6132,18
6508,19
6880,6
6884,17
7064,16
7284,5
8844,4
9036,13
9044,14
9296,13
9892,12
9916,13
10080,14
10336,15
10544,16
10548,5
10756,6
10780,17
10940,18
11448,19
11472,6
11584,5
11816,1
11824,7
12036,8
12332,21
12596,22
12604,21
12608,22
13172,23
13763,8
13991,7
14040,20
14352,7
14512,8
15036,2
15100,11
15119,10
15828,11
15832,10
16376,11
16760,12
16884,13
17024,14
17108,15
17316,4
17428,5
17684,1
17760,3
18012,4
18164,14
18368,13
18424,14
18428,15
18604,16
18736,17
18852,18
18892,19
19116,20
19240,21
19400,22
19988,23
19996,22
20024,23
20332,24
20496,25
20604,10
20972,11
21084,10
21220,25
21348,24
21504,9
21680,1
21708,5
21860,4
21864,15
22008,14
22356,15
22472,16
22556,5
22872,16
22896,15
23016,14
23664,15
23968,14
24056,15
24096,4
24164,5
24948,4
24964,5
25076,1
25120,7
25196,8
25240,21
25520,22
26036,23
26183,8
26320,21
26683,22
27088,23
27127,8
27320,1
27352,5
27480,4
27572,13
27768,14
28408,13
28448,4
28536,5
28636,6
28732,19
28748,18
28752,19
28927,20
29068,21
29256,22
29583,23
29883,8
30612,2
30656,25
30695,24
30812,23
30912,22
31052,23
31060,8
31548,9
31604,2
31612,25
31716,10
31864,11
32139,12
32672,8
32716,23
33208,22
33304,21
33340,8
33396,7
33460,20
33504,19
33560,6
33724,7
33796,20
33836,21
34192,22
34880,23
35332,24
35408,25
35492,10
35604,11
35812,10
35924,25
36308,10
36652,25
36692,2
36804,3
36832,4
36916,15
36948,16
37016,17
37132,18
37340,19
37408,20
37480,21
37560,22
38100,21
38140,8
38156,23
38576,22
38840,21
38956,20
39060,19
39344,18
39648,17
39772,16
39856,5
40268,4
40324,15
40380,14
40788,15
41048,16
41604,5
42124,16
42320,5
42652,4
42672,15
42736,14
42844,15
43080,14
43332,15
43564,16
43732,17
43824,6
43888,19
44004,18
44340,17
44508,6
44604,19
44608,20
44800,21
44900,22
45404,23
45484,8
45500,9
45612,1
45644,3
45652,4
45748,15
45760,14
46592,13
46628,14
46644,13
46712,14
46736,13
46756,14
46860,15
47120,14
47348,13
47400,4
47480,5
47700,4
47716,15
47836,14
48484,15
48724,14
49096,13
49244,12
49620,11
49716,10
50336,11
50580,12
50656,13
50756,14
51060,13
51184,4
51244,15
51320,16
51479,17
51567,18
51832,19
51976,20
52052,19
52060,20
52064,19
52208,20
52228,19
52252,20
52272,19
52276,20
52284,19
52288,20
52296,19
52772,18
52804,17
53252,16
53284,5
53444,1
53576,8
53632,23
53688,22
54272,23
55384,8
55424,21
55440,22
56152,23
56252,8
56272,21
56348,20
56464,19
57088,20
57324,21
57672,22
58288,23
58367,8
58396,9
58628,2
58672,11
58728,10
59132,25
59264,24
59608,9
59612,2
60336,3
60340,12
60660,11
60784,10
60964,11
61200,10
61440,11
61452,2
61548,25
61691,2
61860,3
61888,4
61984,15
62076,14
62764,13
63191,14
63376,15
63688,16
63928,5
64940,4
64952,15
65055,14
65091,15
65096,14
65104,15
65240,16
65440,15
65600,14
66004,15
66288,16
66712,5
66800,6
66808,17
66948,18
67236,19
67344,20
67384,7
67420,8
68176,21
68280,22
68600,21
68616,8
68996,1
69312,5
69352,4
69512,13
69572,14
70000,13
70076,4
70124,15
70352,14
70792,15
70796,14
70800,15
70820,14
71360,13
71544,4
71636,5
71720,6
71732,7
71812,20
72176,21
72272,22
72880,23
72988,24
73076,25
73144,10
73368,11
73716,12
73908,13
74036,14
74212,13
74388,14
75012,13
75040,14
75192,15
75344,16
75400,5
75548,1
75952,2
76020,25
76032,10
76764,11
76820,2
77100,9
77132,8
77276,21
77472,20
77564,19
77640,18
78148,17
78240,16
78364,15
78488,14
78732,15
78976,16
