0,16
12,5
20,16
36,17
72,5
88,16
92,17
100,16
244,5
640,16
4296,17
5512,6
5516,17
5520,6
5536,17
5556,6
5852,5
8176,1
8852,8
10868,21
11624,8
12620,1
12712,5
12936,4
13196,13
13256,14
14563,15
15124,4
15147,5
17116,6
17344,19
17984,6
18148,5
18332,1
18732,3
18768,4
18860,13
19736,4
19856,3
19928,12
20048,11
20188,10
21516,25
21640,2
21744,9
21892,8
22124,21
22128,22
23076,23
23144,8
23444,1
23488,5
23640,4
23780,13
23788,14
24076,13
24116,4
24248,3
24356,2
24396,11
24432,10
25676,25
25768,2
26120,7
26124,8
26360,21
26504,8
27336,1
27388,5
27592,16
27827,15
28412,4
28432,5
28908,6
29080,7
29320,8
29648,1
29712,5
29920,16
30120,17
30336,18
30416,19
30539,6
30639,5
30756,4
30808,15
30900,14
31408,15
31495,4
31595,5
31876,1
31912,5
32427,6
32472,5
33064,16
33256,15
33264,16
33728,5
34912,1
35116,5
35268,15
35452,14
36448,13
36484,4
36600,5
36828,6
36936,17
37004,18
37520,17
37700,16
37780,5
37936,1
38056,5
38060,4
38072,5
38200,16
38236,15
38796,4
38828,5
39016,1
39128,8
39252,21
39888,8
40048,7
40084,1
40088,5
40224,16
40252,15
40492,14
40880,15
40884,14
40952,15
40996,4
41064,5
41224,1
41272,5
41604,16
41860,17
41908,6
41924,5
42504,16
42564,15
42732,14
43136,15
43200,4
43284,5
43416,16
43544,5
43684,1
43856,8
43952,23
44548,8
44812,1
44868,5
45320,16
45376,15
46096,4
46212,13
46388,4
46400,3
46480,1
46616,8
46720,23
46728,24
46888,9
46912,2
46936,25
47000,10
47876,11
48200,12
48220,11
48248,12
48628,3
48680,4
48744,5
48880,6
48940,17
49028,18
49672,17
49728,6
49760,5
49848,1
49944,8
50268,21
50516,22
50908,23
50912,8
51180,7
51240,20
51576,19
51744,18
51967,17
52224,16
53148,5
53455,4
53572,15
53591,14
54052,13
54116,4
54140,15
55024,14
55296,15
55312,14
55316,15
55320,14
55336,15
55464,4
55536,5
55644,1
56008,8
56355,1
56432,5
56524,4
56728,13
57408,4
57440,15
57520,4
57588,5
57704,1
57740,5
57832,6
58020,5
58220,1
58379,3
58440,4
58552,3
58644,12
58655,11
58755,10
59104,11
59544,12
59652,13
59772,14
59791,15
59852,4
59904,5
60136,16
60160,17
61284,16
61340,5
61744,16
63552,5
63720,16
64367,17
64464,18
65100,19
65128,6
65252,5
65316,1
65340,7
65420,8
65592,23
66188,8
66316,1
66360,5
66472,16
66484,15
67264,4
67316,5
67564,16
67996,5
72116,1
72348,2
72384,11
72440,10
73216,11
73220,10
73240,25
73324,2
73332,9
73416,8
73536,23
73612,22
74296,23
74316,8
74520,7
74584,6
74592,5
74908,16
74968,15
75076,14
77156,15
78056,14
78184,13
78196,4
78304,5
79132,15
79656,14
79824,15
79836,14
79840,15
79860,14
79888,15
79996,4
80048,5
81356,16
81396,17
81612,18
82312,19
82440,6
82584,5
82652,16
82812,17
83532,16
85060,15
85764,14
86128,15
86212,4
86296,5
86648,16
87164,5
87560,1
87968,8
88140,9
88148,24
88884,9
88996,1
89040,5
89148,16
89976,5
90188,16
90536,5
90652,1
90812,8
90928,23
91044,24
91276,9
91432,2
91468,11
91520,10
91872,11
92120,12
92304,13
92488,14
94224,13
94340,12
94420,11
94524,10
95624,11
95628,10
95640,11
95712,10
95728,11
95740,10
96408,11
96448,2
96756,8
96880,21
96920,20
97216,7
97232,6
97336,17
97636,18
98208,6
98292,5
98392,1
98428,3
98576,12
99252,13
99320,4
99416,15
100368,16
100432,5
100816,6
100880,17
100972,18
101340,17
101804,16
101868,5
102092,1
102260,8
103404,7
103464,20
103788,7
103908,1
103911,5
104211,4
104316,15
104388,14
105648,15
105811,4
105820,15
105868,14
107088,15
107476,14
108992,15
109688,16
109724,5
110035,4
110072,15
110535,14
110835,15
111232,14
111444,13
111448,14
111472,13
111483,14
111488,15
111740,16
111788,5
112440,16
113148,17
114011,16
114092,5
114152,16
114656,5
115148,16
115535,15
116096,14
117400,13
117788,14
118032,4
118148,5
118432,6
118483,17
119196,16
119252,5
119444,16
120472,5
120659,16
120664,5
120676,16
121996,5
122280,16
122320,17
122340,16
122352,17
122559,16
124024,15
124196,14
126488,13
127616,4
127708,5
127835,6
127908,17
127968,18
128364,17
128459,16
128476,5
128896,16
128940,15
130504,4
