0,16
16,5
28,16
32,17
104,16
112,5
120,17
124,16
308,1
320,5
33396,16
35288,15
36052,14
59208,13
59244,14
59416,13
59455,14
59496,13
59548,14
59552,13
59555,14
59579,13
59584,14
59591,13
59679,14
59684,13
59691,14
60348,13
60572,14
60660,13
61752,12
62340,11
62552,10
65108,25
65264,24
65308,9
65372,8
67852,21
69064,20
69252,19
69504,18
70604,17
70688,16
70708,5
147880,16
152304,15
160748,14
160752,15
160756,14
162956,15
162968,14
162972,15
162976,14
165348,13
165352,14
165356,13
167788,14
167940,13
168172,4
168300,5
170024,6
170352,5
