0,15
16,4
24,15
32,5
40,16
48,5
52,17
68,15
84,5
96,16
108,17
112,16
380,9
400,8
732,21
864,20
1084,19
1248,18
1604,17
1900,16
2272,15
2728,14
3152,15
3624,14
5576,13
5584,14
5592,13
5596,14
5600,13
5980,14
5984,13
5992,14
5996,13
6024,14
16588,15
18376,14
23008,15
23644,4
23736,5
25452,16
26704,5
27060,4
27312,15
28592,14
28600,15
28604,14
29932,15
29956,4
30088,5
30339,1
30376,7
30480,8
30912,23
32056,21
32080,22
32088,21
32364,20
32556,19
32700,18
33664,19
34600,6
34712,5
35840,4
35972,13
36060,14
36088,13
36512,14
36516,13
36528,14
36752,13
36796,14
46108,13
46364,12
46572,11
46792,10
47096,11
48312,10
51367,11
51424,2
51936,3
52072,4
52096,5
52512,4
52536,5
54055,4
54248,13
54896,12
55367,2
55716,25
56236,24
56291,9
56376,8
56891,21
57691,20
58040,19
58212,18
59336,17
59491,16
59664,15
61376,14
61379,15
61384,14
61688,15
61691,14
61696,15
61760,14
63467,15
63512,4
63591,5
64084,6
64224,19
65768,18
67300,17
67448,5
68112,6
68448,7
68652,6
68724,5
70388,6
70428,17
70768,18
71080,17
71152,6
71192,5
73196,1
73200,7
73296,8
73752,21
73764,22
76252,21
76600,20
77840,19
78276,18
78328,17
78332,18
78744,17
78816,6
78904,5
79108,16
79216,15
79416,14
82856,15
86664,14
86856,15
89280,14
