0,15
12,16
16,5
20,16
24,15
28,16
32,17
52,5
64,16
76,5
84,17
104,5
108,16
248,5
444,16
504,15
632,14
640,15
644,14
648,15
660,14
1160,4
1244,5
1316,1
1484,2
1544,11
1548,10
2724,11
2760,2
2840,3
2880,4
2916,5
3640,6
3711,17
3784,18
4320,19
4428,20
4516,7
4524,8
4964,21
4996,22
5852,23
6000,24
6100,25
6176,10
6428,11
6572,12
6644,13
6728,14
6856,15
6872,14
6884,15
6931,14
7720,15
7959,16
8088,5
8944,16
8952,17
9532,6
9760,5
10140,4
10168,15
10220,14
12724,13
13012,14
14380,15
14428,4
14452,5
14788,4
14800,3
14872,2
14888,11
14947,10
18304,11
18340,2
18384,3
18412,4
18464,5
18728,16
19212,17
19288,18
20012,19
20084,20
20268,21
20276,20
20284,21
20404,22
21032,23
21160,8
21996,21
22244,22
22736,23
22764,8
24372,3
24412,12
24432,13
24664,14
25556,15
25624,16
25644,5
25876,1
26112,2
26164,25
26172,10
26800,25
27100,24
27127,25
27172,2
27260,3
27324,4
27352,13
27416,14
28264,15
28292,4
28380,3
28483,11
28572,10
29620,11
29627,2
29704,3
29736,4
29760,5
29800,16
30236,17
30364,18
30720,19
30727,6
30812,5
31644,4
31688,15
31704,14
35612,13
35616,14
35620,13
37928,14
39248,15
39396,4
39420,5
39596,1
40328,2
40372,11
40380,10
42912,11
42936,2
42996,3
43032,12
43048,13
43104,14
46216,15
46524,14
46628,15
46644,14
47020,15
47148,4
47180,5
48368,16
49472,15
49584,14
53804,15
54172,4
54191,5
55244,1
55400,9
55448,24
55508,23
55724,24
55736,23
55740,24
55816,25
55860,10
56679,11
57067,12
57132,13
57212,14
57991,15
58060,16
58064,5
58148,16
58155,17
58216,18
58279,17
58308,18
59328,17
59352,18
59360,17
59367,18
64455,19
64852,20
64960,21
65055,22
65708,23
65804,24
65852,25
65908,10
67484,11
67740,3
67788,4
67824,13
67840,14
67884,15
68100,14
68124,15
68132,14
70092,13
70108,14
70884,15
70944,4
70956,5
71748,6
71756,17
72736,18
73432,19
73540,20
73624,21
73696,22
74420,23
74444,8
75964,21
76056,20
76148,19
76244,18
77364,17
77408,6
77476,5
77560,16
78236,5
78376,4
78412,3
78476,2
78504,11
78528,10
84412,11
84508,12
84548,13
84600,14
84664,15
85020,14
93816,15
93880,4
93900,5
94156,17
94256,18
95796,6
95872,5
96212,1
96372,8
96524,23
96728,24
96776,25
96832,10
99008,11
99060,2
99076,3
99120,4
99172,15
99684,14
102228,15
102236,14
102264,15
102740,16
102776,5
102892,6
102976,19
103611,20
103692,21
103772,22
104344,23
104359,8
105600,1
105640,5
106272,16
106283,15
106580,14
111376,15
111488,14
113083,13
113416,12
113511,11
113588,10
116504,11
116564,12
116616,13
116676,14
119480,15
119759,4
119780,5
120480,1
120496,3
120572,12
121224,11
121348,10
122511,11
122544,2
123411,1
123456,5
123848,16
123880,17
124428,18
142468,17
142472,18
142480,17
142484,18
142488,17
142492,18
142500,17
143660,18
143668,17
143672,18
143836,17
145124,18
145208,17
145212,18
145220,17
145256,18
148436,17
149320,16
149472,15
149564,14
155416,13
155600,4
155636,13
155692,14
155944,15
155956,14
156036,15
156092,14
156252,15
157132,16
157152,5
157304,16
157352,17
157456,18
159876,19
159880,18
159884,19
160332,20
160432,21
160508,22
161116,21
161196,20
161724,19
161800,18
163112,17
163288,6
163300,5
163456,4
163512,5
163912,4
163960,15
164028,14
165024,15
166176,5
166480,16
168620,17
169260,18
177156,19
177168,6
177292,5
177936,4
177960,15
178008,14
178632,15
179180,16
179268,17
179784,6
179796,5
179916,16
