trial id	time	event
145	0	1
145	40	7
145	52	1
145	68	7
145	72	1
145	80	7
145	88	8
145	428	9
145	544	1
145	636	5
145	1088	1
145	1256	5
145	1356	1
145	1592	3
145	1700	12
145	1823	11
145	1844	12
145	2296	3
145	2304	2
145	2452	25
145	2756	10
145	3940	25
145	4040	24
145	4164	9
145	4168	8
145	4432	23
145	4992	22
145	5912	21
145	5944	8
145	6036	21
145	6476	8
145	6564	21
145	7680	22
145	8140	21
145	8616	8
145	8684	21
145	8724	8
145	8932	1
145	9128	5
145	10676	6
145	10780	19
145	10840	18
145	11248	19
145	11252	6
145	11328	5
145	11716	1
145	11780	7
145	11804	8
145	12728	9
145	12800	2
145	12852	25
145	12916	10
145	13280	25
145	13347	9
145	13528	8
145	15200	9
145	15232	1
145	15488	9
145	15512	1
145	15876	5
145	16940	16
145	17984	5
145	18432	4
145	18476	15
145	18624	4
145	18808	15
145	18884	14
145	21676	13
145	21848	4
145	22016	5
145	23044	16
145	23420	17
145	23532	16
145	23564	5
145	24020	1
145	24064	7
145	24100	8
145	24244	21
145	24276	22
145	25104	21
145	25164	8
145	25264	23
145	25532	24
145	25656	25
145	25760	10
145	27508	25
145	27576	2
145	27588	9
145	27660	8
145	27848	23
145	27904	22
145	28748	23
145	28792	8
145	29048	7
145	29116	1
145	29172	5
145	29524	4
145	29608	13
145	29612	14
145	31104	15
145	31136	4
145	31183	5
145	31360	6
145	31432	19
145	31720	18
145	33396	19
145	33600	20
145	33816	19
145	33964	18
145	34304	19
145	34316	6
145	34404	5
145	35412	16
145	35520	15
145	35532	16
145	35556	15
145	36264	14
145	36944	15
145	37576	14
145	40904	15
145	40968	4
145	41012	5
145	41136	6
145	41228	19
145	41892	18
145	42416	17
145	42424	6
145	42496	5
145	43164	6
145	43184	7
145	43512	20
145	43924	21
145	44032	22
145	44828	23
145	44920	8
145	45016	9
145	45072	1
145	45156	5
145	45300	4
145	45340	15
145	45392	14
145	45992	13
145	46792	4
145	46868	5
145	47288	6
145	47364	19
145	47476	18
145	50428	19
145	50460	6
145	50528	5
145	50700	4
145	50772	13
145	50840	14
145	52728	13
145	52732	4
145	52924	5
145	53220	16
145	53232	17
145	53455	18
145	53648	17
145	53708	6
145	53728	5
145	54024	16
145	54048	15
145	54328	14
145	57148	15
145	57155	4
145	57267	5
145	57472	3
145	57548	2
145	57591	11
145	57632	10
145	58504	25
145	58640	24
145	58728	23
145	58832	22
145	60112	21
145	62312	8
145	62376	23
145	62508	22
145	64816	23
145	64896	8
145	64996	1
145	65064	5
145	65852	16
145	65896	17
145	66196	18
145	67708	17
145	67836	16
145	67908	5
145	67932	16
145	67992	15
145	68060	14
145	68920	15
145	68956	4
145	69012	5
145	69744	6
145	69764	17
145	69844	18
145	73364	17
145	73424	6
145	73464	5
145	73840	1
145	74128	8
145	74228	21
145	74276	22
145	76964	21
145	77096	8
145	77216	21
145	80208	22
145	84224	21
145	84808	8
145	84904	23
145	85664	8
145	85776	1
145	85852	5
145	86092	16
145	86564	17
145	86712	18
145	87668	17
145	87684	6
145	87744	5
145	89780	6
145	89880	19
145	89916	18
145	91004	17
145	91028	6
145	91076	5
145	91232	4
145	91316	13
145	91356	14
145	92984	13
145	93068	12
145	93152	11
145	93216	10
145	93528	25
145	93596	24
145	93652	23
145	93736	22
145	105292	21
145	105448	22
145	105580	21
145	105644	8
145	106028	23
145	106188	22
145	110392	23
145	110504	8
145	110604	7
145	110608	1
145	110668	5
145	110735	4
145	110780	15
145	110808	14
145	113096	15
145	113108	4
145	113156	5
145	113235	6
145	113300	19
145	113348	18
145	115728	17
145	115735	6
145	115792	5
145	115972	4
145	116032	14
145	116764	15
145	117328	14
145	118624	15
145	118664	4
145	118683	5
145	118848	6
145	118924	19
145	118932	18
145	120748	19
145	120752	6
145	120820	5
145	120896	4
145	120959	13
145	121611	14
145	122059	15
145	122100	4
145	122120	5
145	122192	6
145	122256	17
145	122259	18
145	138596	17
145	138640	6
145	138688	5
145	138832	4
145	138896	15
145	138904	14
145	141540	15
145	141568	4
145	141604	5
145	142132	6
145	142148	7
145	142200	8
145	142244	21
145	142272	22
145	143952	21
145	143956	8
145	144164	7
145	144196	1
145	144232	5
145	144636	4
145	144696	13
145	144704	14
145	146348	13
145	146356	4
145	146420	5
145	146924	1
145	146984	9
145	146996	8
145	147044	23
145	147128	22
145	147600	21
145	147696	20
145	147764	19
145	147872	18
145	152000	17
145	152060	6
145	152104	5
145	152680	16
145	152684	15
145	152748	14
145	162288	15
145	162324	4
145	162348	5
145	162416	16
145	162448	17
145	164436	6
145	164460	5
145	164736	1
145	164796	3
145	164844	2
145	164868	11
145	164928	10
145	165176	25
145	165224	24
145	165260	9
145	165268	8
145	165312	23
145	165352	22
145	165584	23
145	165596	8
145	165696	9
145	165708	1
145	165772	5
145	166256	4
145	166332	13
145	166376	14
145	178084	15
145	178108	4
145	178168	5
145	178252	16
145	178264	17
