trial id	time	event
144	0	1
144	8	7
144	12	1
144	48	5
144	35300	4
144	35744	5
144	35932	4
144	36208	13
144	36212	14
144	39840	15
144	39928	4
144	40004	5
144	44320	1
144	44752	9
144	44788	2
144	45180	9
144	45216	24
144	45564	9
144	45620	8
144	46444	9
144	46540	24
144	48232	23
144	48468	24
144	48608	9
144	48724	2
144	48784	3
144	49004	5
144	49616	4
144	49676	15
144	49740	14
144	51276	15
144	51344	4
144	51404	5
144	53264	4
144	53288	5
144	53679	16
144	53908	17
144	54152	18
144	54612	19
144	55052	18
144	55188	17
144	55400	5
144	55804	16
144	55832	15
144	55928	14
144	56196	13
144	56396	12
144	56636	11
144	56848	10
144	57828	11
144	58000	12
144	58116	3
144	58152	4
144	58255	5
144	58840	4
144	58920	15
144	59028	14
144	59408	15
144	59572	16
144	59588	5
144	59696	16
144	60128	17
144	60224	6
144	60308	19
144	60388	20
144	60588	7
144	60632	8
144	60836	23
144	61155	22
144	61416	23
144	61491	8
144	61700	9
144	61740	1
144	61916	5
144	62136	16
144	62155	15
144	62184	4
144	62296	14
144	63904	15
144	63979	4
144	64044	5
144	64408	16
144	64444	15
144	64500	4
144	64567	13
144	64632	14
144	65091	15
144	65167	4
144	65196	5
144	65776	1
144	66172	5
144	66368	4
144	66448	13
144	66456	14
144	67504	13
144	67664	12
144	67800	11
144	67928	10
144	68296	25
144	68408	2
144	68480	9
144	68532	1
144	68624	5
144	68800	4
144	68872	15
144	68892	14
144	69532	15
144	69656	16
144	69680	5
144	70196	4
144	70216	15
144	70264	14
144	70652	15
144	70732	4
144	70764	5
144	70920	4
144	71064	15
144	71136	14
144	72216	15
144	72792	16
144	72948	5
144	72988	16
144	73168	15
144	73264	14
144	73728	15
144	73880	16
144	74072	15
144	74172	14
144	74868	15
144	74940	4
144	74968	5
144	75124	4
144	75180	3
144	75304	2
144	75340	11
144	75388	10
144	75640	11
144	75716	12
144	75804	13
144	76024	14
144	76112	15
144	76208	16
144	76236	5
144	76268	16
144	76320	17
144	76508	18
144	77016	17
144	77112	6
144	77140	5
144	77568	4
144	77692	13
144	77816	14
144	78056	15
144	78136	16
144	78156	5
144	78516	1
144	78552	7
