trial id	time	event
137	0	5
137	128	4
137	172	5
137	2276	1
137	2424	7
137	2592	8
137	3300	23
137	5628	22
137	10468	23
137	10580	8
137	35432	23
137	35620	22
137	36568	23
137	37196	8
137	37700	7
137	37788	1
137	37812	5
137	41392	4
137	41640	5
137	45348	4
137	45560	15
137	45616	14
137	48144	15
137	48324	16
137	48352	5
137	48592	6
137	48596	17
137	48832	18
137	49792	19
137	49832	6
137	49960	5
137	51688	16
137	52120	5
137	52960	4
137	53024	3
137	53252	2
137	53379	11
137	53576	10
137	54520	11
137	54667	12
137	54864	13
137	55388	14
137	55528	15
137	55555	4
137	55664	5
137	55844	16
137	55955	5
137	56196	1
137	56324	7
137	56355	8
137	56820	23
137	56864	8
137	56928	23
137	56964	8
137	57396	7
137	57488	1
137	57528	5
137	58576	1
137	58916	5
137	59079	4
137	59232	15
137	59336	14
137	60600	15
137	60740	5
137	61144	16
137	62091	5
137	64304	16
137	64704	17
137	64736	16
137	64800	5
137	65400	1
137	65516	5
137	66480	16
137	66568	5
137	67072	16
137	67104	17
137	67184	6
137	67356	19
137	67376	18
137	68020	17
137	68296	16
137	68368	5
137	69240	4
137	69248	15
137	69256	4
137	69292	15
137	69340	14
137	72088	15
137	72212	4
137	72228	5
137	72580	4
137	72780	5
137	74160	16
137	75220	5
137	75376	6
137	75464	7
137	75548	8
137	75752	21
137	75956	8
137	77288	7
137	77344	1
137	77376	5
137	77688	16
137	77720	5
137	78524	4
137	78676	5
137	78744	4
137	78772	15
137	78952	14
137	79584	15
137	79820	16
137	79840	5
137	80008	6
137	80120	17
137	80224	6
137	80300	17
137	80736	6
137	81084	5
137	81840	6
137	82344	5
137	82644	1
137	82716	7
137	82784	8
137	82980	23
137	83096	22
137	83420	23
137	83424	8
137	83448	23
137	83472	8
137	83812	9
137	84032	8
137	84244	7
137	84332	1
137	84348	5
137	86044	16
137	86164	5
137	86476	1
137	86532	5
137	86552	4
137	86596	5
137	88904	16
137	88964	15
137	89068	14
137	89552	15
137	89648	5
137	91528	4
137	91628	5
137	91940	16
137	91964	5
137	92496	4
137	92576	5
137	92988	16
137	93092	15
137	93252	14
137	93476	13
137	94500	14
137	98608	15
137	98844	16
137	98864	5
137	99952	4
137	100152	13
137	100180	12
137	100364	11
137	100496	10
137	100972	11
137	101104	12
137	101220	13
137	101224	4
137	101344	5
137	102156	16
137	103504	5
137	104024	1
137	104335	7
137	104420	8
137	105856	7
137	105872	1
137	105944	5
137	106188	16
137	106935	5
137	108052	4
137	108244	5
137	108428	16
137	108496	15
137	108704	14
137	109504	15
137	109556	4
137	109576	5
137	111676	6
137	111796	5
137	112772	16
137	113072	5
137	113572	16
137	113868	5
137	115580	1
137	115611	7
137	115688	8
137	116016	7
137	116044	1
137	116096	5
137	116192	4
137	116244	15
137	116311	14
137	125640	13
137	125683	14
137	126388	15
137	126456	4
137	126476	5
137	131268	4
137	131356	5
137	131924	4
137	132392	5
137	132436	4
137	132804	5
137	133760	4
137	133964	5
137	134696	4
137	134856	5
137	135068	4
137	135072	15
137	135160	14
137	136316	15
137	136384	5
137	137628	16
137	137712	5
137	137752	4
137	137808	15
137	137880	14
137	138044	13
137	138464	14
137	139652	15
137	139684	4
137	139716	5
137	139812	16
137	139820	17
137	139936	16
137	140120	5
137	141372	15
137	141896	14
137	142816	15
137	142884	16
137	142888	5
137	143512	16
137	143684	5
137	144376	16
137	144536	17
137	145196	5
137	145572	16
137	145872	5
137	146124	6
137	146160	5
137	156248	4
137	156392	5
137	159768	1
137	160076	5
137	160296	4
137	160512	5
137	161128	4
137	161768	5
137	163948	16
137	164372	15
137	164472	14
137	164924	13
137	165016	4
137	165112	13
137	165140	14
137	165168	15
137	165252	4
137	165280	13
137	165320	14
137	165448	13
137	165740	14
137	166732	13
137	166740	14
137	169796	15
137	169944	4
137	170024	5
137	171884	16
137	172012	5
137	174344	1
137	174500	5
137	175260	4
137	175420	12
137	175532	11
137	175640	10
137	175872	11
137	175976	12
137	176000	3
137	176072	4
137	176144	5
137	176372	16
137	176412	5
137	177868	4
137	178060	5
137	179060	16
137	179068	5
137	179076	16
137	179204	5
